"","htgrk","htypek","gtypek","grunntype","label","adb_id"
212,"T","T01","T01-C-02","T1-C-2 - uttørkingseksponerte svært og temmelig kalkfattige berg, bergvegger og knauser","T1-C-2","NA T1-C-2"
213,"T","T01","T01-C-03","T1-C-3 - lite uttørkingseksponerte litt kalkfattige og svakt intermediære nakne berg","T1-C-3","NA T1-C-3"
214,"T","T01","T01-C-04","T1-C-4 - uttørkingseksponerte litt kalkfattige og svakt intermediære berg, bergvegger og knauser","T1-C-4","NA T1-C-4"
215,"T","T01","T01-C-05","T1-C-5 - lite uttørkingseksponerte sterkt og litt kalkrike intermediære nakne berg","T1-C-5","NA T1-C-5"
216,"T","T01","T01-C-06","T1-C-6 - uttørkingseksponerte sterkt intermediære og litt kalkrike berg, bergvegger og knauser","T1-C-6","NA T1-C-6"
217,"T","T01","T01-C-07","T1-C-7 - lite uttørkingseksponerte temmelig til ekstremt kalkrike nakne berg","T1-C-7","NA T1-C-7"
218,"T","T01","T01-C-08","T1-C-8 - uttørkingseksponerte temmelig til ekstremt kalkrike berg, bergvegger og knauser","T1-C-8","NA T1-C-8"
219,"T","T01","T01-C-09","T1-C-9 - svakt intermediært og kalkfattig forblåst berg","T1-C-9","NA T1-C-9"
220,"T","T01","T01-C-10","T1-C-10 - sterkt intermediært til ekstremt kalkrikt forblåst berg","T1-C-10","NA T1-C-10"
221,"T","T01","T01-C-11","T1-C-11 - svakt intermediært og kalkfattig snøleieberg","T1-C-11","NA T1-C-11"
222,"T","T01","T01-C-12","T1-C-12 - sterkt intermediært til ekstremt kalkrikt snøleieberg","T1-C-12","NA T1-C-12"
223,"T","T02","T02-C-01","T2-C-1 - åpen kalkfattig grunnlendt lyngmark","T2-C-1","NA T2-C-1"
224,"T","T02","T02-C-02","T2-C-2 - åpen kalkfattig grunnlendt lavmark","T2-C-2","NA T2-C-2"
225,"T","T02","T02-C-03","T2-C-3 - åpen intermediær grunnlendt lyngmark","T2-C-3","NA T2-C-3"
226,"T","T02","T02-C-04","T2-C-4 - åpen intermediær grunnlendt lavmark","T2-C-4","NA T2-C-4"
227,"T","T02","T02-C-05","T2-C-5 - åpen svakt kalkrik grunnlendt lyngmark","T2-C-5","NA T2-C-5"
228,"T","T02","T02-C-06","T2-C-6 - åpen svakt kalkrik grunnlendt lavmark","T2-C-6","NA T2-C-6"
229,"T","T02","T02-C-07","T2-C-7 - åpen sterkt kalkrik grunnlendt lyngmark","T2-C-7","NA T2-C-7"
230,"T","T02","T02-C-08","T2-C-8 - åpen sterkt kalkrik grunnlendt lavmark","T2-C-8","NA T2-C-8"
231,"T","T03","T03-C-01","T3-C-1 - kalkfattig leside","T3-C-1","NA T3-C-1"
232,"T","T03","T03-C-02","T3-C-2 - kalkfattig fjell-lynghei","T3-C-2","NA T3-C-2"
233,"T","T03","T03-C-03","T3-C-3 - kalkfattig fjell-lavhei","T3-C-3","NA T3-C-3"
234,"T","T03","T03-C-04","T3-C-4 - intermediær leside","T3-C-4","NA T3-C-4"
235,"T","T03","T03-C-05","T3-C-5 - intermediær fjell-lynghei","T3-C-5","NA T3-C-5"
236,"T","T03","T03-C-06","T3-C-6 - intermediær fjell-lavhei","T3-C-6","NA T3-C-6"
237,"T","T03","T03-C-07","T3-C-7 - svakt kalkrik leside","T3-C-7","NA T3-C-7"
238,"T","T03","T03-C-08","T3-C-8 - svakt kalkrik fjell-lynghei","T3-C-8","NA T3-C-8"
239,"T","T03","T03-C-09","T3-C-9 - svakt kalkrik fjell-lavhei","T3-C-9","NA T3-C-9"
240,"T","T03","T03-C-10","T3-C-10 - sterkt kalkrik leside","T3-C-10","NA T3-C-10"
241,"T","T03","T03-C-11","T3-C-11 - sterkt kalkrik fjell-lynghei","T3-C-11","NA T3-C-11"
242,"T","T03","T03-C-12","T3-C-12 - sterkt kalkrik fjell-lavhei","T3-C-12","NA T3-C-12"
243,"T","T03","T03-C-13","T3-C-13 - intermediær kildepåvirket fjellhei","T3-C-13","NA T3-C-13"
244,"T","T03","T03-C-14","T3-C-14 - kalkrik kildepåvirket fjellhei","T3-C-14","NA T3-C-14"
245,"T","T04","T04-C-01","T4-C-1 - blåbærskog","T4-C-1","NA T4-C-1"
246,"T","T04","T04-C-02","T4-C-2 - svak lågurtskog","T4-C-2","NA T4-C-2"
247,"T","T04","T04-C-03","T4-C-3 - lågurtskog","T4-C-3","NA T4-C-3"
248,"T","T04","T04-C-04","T4-C-4 - kalklågurtskog","T4-C-4","NA T4-C-4"
249,"T","T04","T04-C-05","T4-C-5 - bærlyngskog","T4-C-5","NA T4-C-5"
250,"T","T04","T04-C-06","T4-C-6 - svak bærlyng-lågurtskog","T4-C-6","NA T4-C-6"
251,"T","T04","T04-C-07","T4-C-7 - bærlyng-lågurtskog","T4-C-7","NA T4-C-7"
252,"T","T04","T04-C-08","T4-C-8 - bærlyng-kalklågurtskog","T4-C-8","NA T4-C-8"
253,"T","T04","T04-C-09","T4-C-9 - lyngskog","T4-C-9","NA T4-C-9"
254,"T","T04","T04-C-10","T4-C-10 - svak lyng-lågurtskog","T4-C-10","NA T4-C-10"
255,"T","T04","T04-C-11","T4-C-11 - lyng-lågurtskog","T4-C-11","NA T4-C-11"
256,"T","T04","T04-C-12","T4-C-12 - lyng-kalklågurtskog","T4-C-12","NA T4-C-12"
257,"T","T04","T04-C-13","T4-C-13 - lavskog","T4-C-13","NA T4-C-13"
258,"T","T04","T04-C-14","T4-C-14 - svak lav-lågurtskog","T4-C-14","NA T4-C-14"
259,"T","T04","T04-C-15","T4-C-15 - lav-lågurtskog","T4-C-15","NA T4-C-15"
260,"T","T04","T04-C-16","T4-C-16 - lav-kalklågurtskog","T4-C-16","NA T4-C-16"
261,"T","T04","T04-C-17","T4-C-17 - storbregneskog","T4-C-17","NA T4-C-17"
262,"T","T04","T04-C-18","T4-C-18 - høgstaudeskog","T4-C-18","NA T4-C-18"
263,"T","T04","T04-C-19","T4-C-19 - litt tørkeutsatt høgstaudeskog","T4-C-19","NA T4-C-19"
264,"T","T04","T04-C-20","T4-C-20 - tørkeutsatt høgstaudeskog","T4-C-20","NA T4-C-20"
265,"T","T05","T05-C-01","T5-C-1 - kalkfattige til svakt kalkrike tørkeutsatte grotter og overheng","T5-C-1","NA T5-C-1"
266,"T","T05","T05-C-02","T5-C-2 - sterkt kalkrike ikke tørkeutsatte grotter og overheng","T5-C-2","NA T5-C-2"
267,"T","T05","T05-C-03","T5-C-3 - mindre kalkrikt grottedyp","T5-C-3","NA T5-C-3"
268,"T","T05","T05-C-04","T5-C-4 - indre del av dyp karstgrotte","T5-C-4","NA T5-C-4"
269,"T","T05","T05-C-05","T5-C-5 - tørt kalkfattig overheng","T5-C-5","NA T5-C-5"
270,"T","T05","T05-C-06","T5-C-6 - tørt intermediært og svakt kalkrikt overheng","T5-C-6","NA T5-C-6"
271,"T","T05","T05-C-07","T5-C-7 - tørt sterkt kalkrikt overheng","T5-C-7","NA T5-C-7"
272,"T","T06","T06-C-01","T6-C-1 - kalkfattige strandberg","T6-C-1","NA T6-C-1"
273,"T","T06","T06-C-02","T6-C-2 - kalkrik bergknaus i bølgesprutsonen","T6-C-2","NA T6-C-2"
274,"T","T07","T07-C-01","T7-C-1 - svært kalkfattig moderat snøleie","T7-C-1","NA T7-C-1"
275,"T","T07","T07-C-02","T7-C-2 - svakt kalkfattig moderat snøleie","T7-C-2","NA T7-C-2"
276,"T","T07","T07-C-03","T7-C-3 - intermediært moderat snøleie","T7-C-3","NA T7-C-3"
277,"T","T07","T07-C-04","T7-C-4 - intermediært seint snøleie","T7-C-4","NA T7-C-4"
278,"T","T07","T07-C-05","T7-C-5 - intermediært ekstremsnøleie","T7-C-5","NA T7-C-5"
279,"T","T07","T07-C-06","T7-C-6 - svakt kalkrikt moderat snøleie","T7-C-6","NA T7-C-6"
280,"T","T07","T07-C-07","T7-C-7 - svakt kalkrikt seint snøleie","T7-C-7","NA T7-C-7"
281,"T","T07","T07-C-08","T7-C-8 - sterkt kalkrikt moderat snøleie","T7-C-8","NA T7-C-8"
282,"T","T07","T07-C-09","T7-C-9 - sterkt kalkrikt seint snøleie","T7-C-9","NA T7-C-9"
283,"T","T07","T07-C-10","T7-C-10 - kalkrikt ekstremsnøleie","T7-C-10","NA T7-C-10"
284,"T","T07","T07-C-11","T7-C-11 - vegetasjonsfritt snøleie","T7-C-11","NA T7-C-11"
285,"T","T07","T07-C-12","T7-C-12 - kildepåvirket intermediært snøleie","T7-C-12","NA T7-C-12"
286,"T","T07","T07-C-13","T7-C-13 - kildepåvirket svakt kalkrikt snøleie","T7-C-13","NA T7-C-13"
287,"T","T07","T07-C-14","T7-C-14 - kildepåvirket kalksnøleie","T7-C-14","NA T7-C-14"
288,"T","T08","T08-C-01","T8-C-1 - fuglefjell-høgstaude-enger","T8-C-1","NA T8-C-1"
289,"T","T08","T08-C-02","T8-C-2 - kildepåvirket fuglefjell-eng","T8-C-2","NA T8-C-2"
290,"T","T08","T08-C-03","T8-C-3 - fugletopp","T8-C-3","NA T8-C-3"
291,"T","T09","T09-C-01","T9-C-1 - fattig-intermediær mosetundra","T9-C-1","NA T9-C-1"
292,"T","T09","T09-C-02","T9-C-2 - kalkrik mosetundra","T9-C-2","NA T9-C-2"
293,"T","T10","T10-C-01","T10-C-1 - arktiske stepper","T10-C-1","NA T10-C-1"
294,"T","T11","T11-C-01","T11-C-1 - saltanrikingsmarker i geolitoral","T11-C-1","NA T11-C-1"
295,"T","T11","T11-C-02","T11-C-2 - øvre saltanrikingsmark på grus","T11-C-2","NA T11-C-2"
296,"T","T12","T12-C-01","T12-C-1 - strandenger i nedre og midtre geolitoral","T12-C-1","NA T12-C-1"
297,"T","T12","T12-C-02","T12-C-2 - strandenger i øvre geolitoral og supralitoral","T12-C-2","NA T12-C-2"
298,"T","T13","T13-C-01","T13-C-1 - kalkfattig grov ur","T13-C-1","NA T13-C-1"
299,"T","T13","T13-C-02","T13-C-2 - kalkfattig ur","T13-C-2","NA T13-C-2"
300,"T","T13","T13-C-03","T13-C-3 - kalkfattig grus- og sanddominert rasmark","T13-C-3","NA T13-C-3"
301,"T","T13","T13-C-04","T13-C-4 - intermediær og svakt kalkrik grov ur","T13-C-4","NA T13-C-4"
302,"T","T13","T13-C-05","T13-C-5 - intermediær og svakt kalkrik ur","T13-C-5","NA T13-C-5"
303,"T","T13","T13-C-06","T13-C-6 - intermediær og svakt kalkrik grus- og sanddominert rasmark","T13-C-6","NA T13-C-6"
304,"T","T13","T13-C-07","T13-C-7 - sterkt kalkrik grov ur","T13-C-7","NA T13-C-7"
305,"T","T13","T13-C-08","T13-C-8 - sterkt kalkrik ur","T13-C-8","NA T13-C-8"
306,"T","T13","T13-C-09","T13-C-9 - sterkt kalkrik grus- og sanddominert rasmark","T13-C-9","NA T13-C-9"
307,"T","T13","T13-C-10","T13-C-10 - kalkfattig fuktig grov ur","T13-C-10","NA T13-C-10"
308,"T","T13","T13-C-11","T13-C-11 - kalkfattig fuktig ur","T13-C-11","NA T13-C-11"
309,"T","T13","T13-C-12","T13-C-12 - intermediær og svakt kalkrik fuktig grov ur","T13-C-12","NA T13-C-12"
310,"T","T13","T13-C-13","T13-C-13 - intermediær og svakt kalkrik fuktig ur","T13-C-13","NA T13-C-13"
311,"T","T13","T13-C-14","T13-C-14 - sterkt kalkrik fuktig grov ur","T13-C-14","NA T13-C-14"
312,"T","T13","T13-C-15","T13-C-15 - sterkt kalkrik fuktig ur","T13-C-15","NA T13-C-15"
313,"T","T14","T14-C-01","T14-C-1 - kalkfattig og intermediær rabbe","T14-C-1","NA T14-C-1"
314,"T","T14","T14-C-02","T14-C-2 - kalkrik rabbe","T14-C-2","NA T14-C-2"
315,"T","T15","T15-C-01","T15-C-1 - kalkfattig og intermediær fosse-eng","T15-C-1","NA T15-C-1"
316,"T","T15","T15-C-02","T15-C-2 - kalkrik fosse-eng","T15-C-2","NA T15-C-2"
317,"T","T16","T16-C-01","T16-C-1 - kalkfattig rasmarkeng og -hei","T16-C-1","NA T16-C-1"
318,"T","T16","T16-C-02","T16-C-2 - intermediær rasmarkeng og -hei","T16-C-2","NA T16-C-2"
319,"T","T16","T16-C-03","T16-C-3 - svakt kalkrik rasmarkeng og -hei","T16-C-3","NA T16-C-3"
320,"T","T16","T16-C-04","T16-C-4 - sterkt kalkrik rasmarkeng og -hei","T16-C-4","NA T16-C-4"
321,"T","T16","T16-C-05","T16-C-5 - kildepåvirket intermediær rasmarkeng og -hei","T16-C-5","NA T16-C-5"
322,"T","T16","T16-C-06","T16-C-6 - kildepåvirket kalkrik rasmarkeng og -hei","T16-C-6","NA T16-C-6"
323,"T","T16","T16-C-07","T16-C-7 - sterkt raspreget rasmarkeng og -hei","T16-C-7","NA T16-C-7"
324,"T","T17","T17-C-01","T17-C-1 - jordskred","T17-C-1","NA T17-C-1"
325,"T","T17","T17-C-02","T17-C-2 - grus- og sandskred","T17-C-2","NA T17-C-2"
326,"T","T17","T17-C-03","T17-C-3 - silt- og leirskred","T17-C-3","NA T17-C-3"
327,"T","T18","T18-C-01","T18-C-1 - åpne flomfastmarker på sand, grus og stein","T18-C-1","NA T18-C-1"
328,"T","T18","T18-C-02","T18-C-2 - åpen flomfastmark på silt og leire","T18-C-2","NA T18-C-2"
329,"T","T18","T18-C-03","T18-C-3 - åpen flomfastmark på kalkrik grus og stein","T18-C-3","NA T18-C-3"
330,"T","T18","T18-C-04","T18-C-4 - åpen flomfastmark på sand med klart erosjonspreg","T18-C-4","NA T18-C-4"
331,"T","T19","T19-C-01","T19-C-1 - kalkfattige finjordsflekker","T19-C-1","NA T19-C-1"
332,"T","T19","T19-C-02","T19-C-2 - kalkrike finjordsflekker","T19-C-2","NA T19-C-2"
333,"T","T20","T20-C-01","T20-C-1 - kalkfattig og intermediær isinnfrysingsmark","T20-C-1","NA T20-C-1"
334,"T","T20","T20-C-02","T20-C-2 - kalkrik isinnfrysingsmark","T20-C-2","NA T20-C-2"
335,"T","T21","T21-C-01","T21-C-1 - forstrand og primærdyner","T21-C-1","NA T21-C-1"
336,"T","T21","T21-C-02","T21-C-2 - kvite og grå dyner","T21-C-2","NA T21-C-2"
337,"T","T21","T21-C-03","T21-C-3 - brune dyner og dynehei","T21-C-3","NA T21-C-3"
338,"T","T21","T21-C-04","T21-C-4 - dynetrau","T21-C-4","NA T21-C-4"
339,"T","T22","T22-C-01","T22-C-1 - kalkfattig og intermediær fjellgrashei","T22-C-1","NA T22-C-1"
340,"T","T22","T22-C-02","T22-C-2 - kalkfattig og intermediært grassnøleie","T22-C-2","NA T22-C-2"
341,"T","T22","T22-C-03","T22-C-3 - kalkrik fjellgrashei","T22-C-3","NA T22-C-3"
342,"T","T22","T22-C-04","T22-C-4 - kalkrikt grassnøleie","T22-C-4","NA T22-C-4"
343,"T","T23","T23-C-01","T23-C-1 - ferskvannsdriftvoll","T23-C-1","NA T23-C-1"
344,"T","T24","T24-C-01","T24-C-1 - beskyttede og moderat eksponerte driftvoller","T24-C-1","NA T24-C-1"
345,"T","T24","T24-C-02","T24-C-2 - ettårsdriftvoll","T24-C-2","NA T24-C-2"
346,"T","T25","T25-C-01","T25-C-1 - historisk jordskred","T25-C-1","NA T25-C-1"
347,"T","T25","T25-C-02","T25-C-2 - historiske grus- og sandskred","T25-C-2","NA T25-C-2"
348,"T","T25","T25-C-03","T25-C-3 - historisk silt- og leirskred","T25-C-3","NA T25-C-3"
349,"T","T26","T26-C-01","T26-C-1 - fjellhei-initialer","T26-C-1","NA T26-C-1"
350,"T","T26","T26-C-02","T26-C-2 - snøleie-initialer","T26-C-2","NA T26-C-2"
351,"T","T26","T26-C-03","T26-C-3 - grus- og steindominert breforland i pionerfasen","T26-C-3","NA T26-C-3"
352,"T","T26","T26-C-04","T26-C-4 - breforland og snøavsmeltingsområder i pionérfase, dominert av fin grus, sand, silt til leire","T26-C-4","NA T26-C-4"
353,"T","T27","T27-C-01","T27-C-1 - kalkfattig og intermediær blokkmark","T27-C-1","NA T27-C-1"
354,"T","T27","T27-C-02","T27-C-2 - kalkfattig og intermediær snøleie-blokkmark","T27-C-2","NA T27-C-2"
355,"T","T27","T27-C-03","T27-C-3 - kalkrik blokkmark","T27-C-3","NA T27-C-3"
356,"T","T27","T27-C-04","T27-C-4 - kalkrik snøleie-blokkmark","T27-C-4","NA T27-C-4"
357,"T","T27","T27-C-05","T27-C-5 - blokkmark i vegetasjonsfritt snøleie","T27-C-5","NA T27-C-5"
358,"T","T27","T27-C-06","T27-C-6 - kalkfattig og intermediær rabbepreget blokkmark","T27-C-6","NA T27-C-6"
359,"T","T27","T27-C-07","T27-C-7 - kalkrik rabbepreget blokkmark","T27-C-7","NA T27-C-7"
360,"T","T28","T28-C-01","T28-C-1 - kalkfattig polarørken","T28-C-1","NA T28-C-1"
361,"T","T28","T28-C-02","T28-C-2 - intermediær og svakt kalkrik polarørken","T28-C-2","NA T28-C-2"
362,"T","T28","T28-C-03","T28-C-3 - sterkt kalkrik polarørken","T28-C-3","NA T28-C-3"
363,"T","T29","T29-C-01","T29-C-1 - stein- og grusstrender og strandlinjer i pionérfase på epilitoral fastmark","T29-C-1","NA T29-C-1"
364,"T","T29","T29-C-02","T29-C-2 - stein- og grusstrender og strandlinjer i etablerings- og konsolideringsfase på epilitoral fastmark","T29-C-2","NA T29-C-2"
365,"T","T29","T29-C-03","T29-C-3 - øvre skjellsandstrand med pionervegetasjon","T29-C-3","NA T29-C-3"
366,"T","T29","T29-C-04","T29-C-4 - øvre skjellsandstrand uten pionervegetasjon","T29-C-4","NA T29-C-4"
367,"T","T29","T29-C-05","T29-C-5 - stein- og grusstrender og strandlinjer i pionérfase i supralitoral","T29-C-5","NA T29-C-5"
368,"T","T29","T29-C-06","T29-C-6 - nedre skjellsandstrand med pionervegetasjon","T29-C-6","NA T29-C-6"
369,"T","T30","T30-C-01","T30-C-1 - flomskogsmarker på grus og stein","T30-C-1","NA T30-C-1"
370,"T","T30","T30-C-02","T30-C-2 - flomskogsmarker på finmateriale","T30-C-2","NA T30-C-2"
371,"T","T30","T30-C-03","T30-C-3 - kildepåvirkede flomskogsmarker på finmateriale","T30-C-3","NA T30-C-3"
372,"T","T30","T30-C-04","T30-C-4 - erosjonspreget flomskogsmark","T30-C-4","NA T30-C-4"
373,"T","T31","T31-C-01","T31-C-1 - kalkfattig boreal frisk hei","T31-C-1","NA T31-C-1"
374,"T","T31","T31-C-02","T31-C-2 - kalkfattig boreal lynghei","T31-C-2","NA T31-C-2"
375,"T","T31","T31-C-03","T31-C-3 - kalkfattig boreal lavhei","T31-C-3","NA T31-C-3"
376,"T","T31","T31-C-04","T31-C-4 - intermediær boreal frisk hei","T31-C-4","NA T31-C-4"
377,"T","T31","T31-C-05","T31-C-5 - intermediær boreal lynghei","T31-C-5","NA T31-C-5"
378,"T","T31","T31-C-06","T31-C-6 - intermediær boreal lavhei","T31-C-6","NA T31-C-6"
379,"T","T31","T31-C-07","T31-C-7 - svakt kalkrik boreal frisk hei","T31-C-7","NA T31-C-7"
380,"T","T31","T31-C-08","T31-C-8 - svakt kalkrik boreal lynghei","T31-C-8","NA T31-C-8"
381,"T","T31","T31-C-09","T31-C-9 - svakt kalkrik boreal lavhei","T31-C-9","NA T31-C-9"
382,"T","T31","T31-C-10","T31-C-10 - sterkt kalkrik boreal frisk hei","T31-C-10","NA T31-C-10"
383,"T","T31","T31-C-11","T31-C-11 - sterkt kalkrik boreal lynghei","T31-C-11","NA T31-C-11"
384,"T","T31","T31-C-12","T31-C-12 - sterkt kalkrik boreal lavhei","T31-C-12","NA T31-C-12"
385,"T","T31","T31-C-13","T31-C-13 - intermediær kildepåvirket boreal frisk hei","T31-C-13","NA T31-C-13"
386,"T","T31","T31-C-14","T31-C-14 - kalkrik kildepåvirket boreal frisk hei","T31-C-14","NA T31-C-14"
387,"T","T32","T32-C-01","T32-C-1 - kalkfattig eng med mindre hevdpreg","T32-C-1","NA T32-C-1"
388,"T","T32","T32-C-02","T32-C-2 - kalkfattig eng med klart hevdpreg","T32-C-2","NA T32-C-2"
389,"T","T32","T32-C-03","T32-C-3 - intermediær eng med mindre hevdpreg","T32-C-3","NA T32-C-3"
390,"T","T32","T32-C-04","T32-C-4 - intermediær eng med klart hevdpreg","T32-C-4","NA T32-C-4"
391,"T","T32","T32-C-05","T32-C-5 - svakt kalkrik eng med mindre hevdpreg","T32-C-5","NA T32-C-5"
392,"T","T32","T32-C-06","T32-C-6 - intermediær eng med svakt preg av gjødsling","T32-C-6","NA T32-C-6"
393,"T","T32","T32-C-07","T32-C-7 - sterkt kalkrik eng med mindre hevdpreg","T32-C-7","NA T32-C-7"
394,"T","T32","T32-C-08","T32-C-8 - sterkt kalkrik eng med klart hevdpreg","T32-C-8","NA T32-C-8"
395,"T","T32","T32-C-09","T32-C-9 - kalkrik fukteng med mindre hevdpreg","T32-C-9","NA T32-C-9"
396,"T","T32","T32-C-10","T32-C-10 - kalkrik fukteng med klart hevdpreg og svakt preg av gjødsling","T32-C-10","NA T32-C-10"
397,"T","T32","T32-C-11","T32-C-11 - kalkfattig tørreng med mindre hevdpreg","T32-C-11","NA T32-C-11"
398,"T","T32","T32-C-12","T32-C-12 - kalkfattig tørreng med klart hevdpreg","T32-C-12","NA T32-C-12"
399,"T","T32","T32-C-13","T32-C-13 - intermediær tørreng med mindre hevdpreg","T32-C-13","NA T32-C-13"
400,"T","T32","T32-C-14","T32-C-14 - intermediær tørreng med klart hevdpreg eller svakt preg av gjødsling","T32-C-14","NA T32-C-14"
401,"T","T32","T32-C-15","T32-C-15 - svakt kalkrik tørreng med mindre hevdpreg","T32-C-15","NA T32-C-15"
402,"T","T32","T32-C-16","T32-C-16 - svakt kalkrik tørreng med klart hevdpreg eller svakt preg av gjødsling","T32-C-16","NA T32-C-16"
403,"T","T32","T32-C-17","T32-C-17 - sterkt kalkrik tørreng med mindre hevdpreg","T32-C-17","NA T32-C-17"
404,"T","T32","T32-C-18","T32-C-18 - sterkt kalkrik tørreng med klart hevdpreg","T32-C-18","NA T32-C-18"
405,"T","T32","T32-C-19","T32-C-19 - sanddyne-eng med klart hevdpreg eller svakt preg av gjødsling","T32-C-19","NA T32-C-19"
406,"T","T32","T32-C-20","T32-C-20 - svakt kalkrik eng med klart hevdpreg","T32-C-20","NA T32-C-20"
407,"T","T32","T32-C-21","T32-C-21 - svakt kalkrik eng med svakt preg av gjødsling","T32-C-21","NA T32-C-21"
408,"T","T33","T33-C-01","T33-C-1 - nedre semi-naturlig strandeng","T33-C-1","NA T33-C-1"
409,"T","T33","T33-C-02","T33-C-2 - øvre semi-naturlig strandeng","T33-C-2","NA T33-C-2"
410,"T","T34","T34-C-01","T34-C-1 - kalkfattig bakli-hei","T34-C-1","NA T34-C-1"
411,"T","T34","T34-C-02","T34-C-2 - kalkfattige kystlyngheier","T34-C-2","NA T34-C-2"
412,"T","T34","T34-C-03","T34-C-3 - intermediær bakli-hei","T34-C-3","NA T34-C-3"
413,"T","T34","T34-C-04","T34-C-4 - intermediære kystlyngheier","T34-C-4","NA T34-C-4"
414,"T","T34","T34-C-05","T34-C-5 - svakt kalkrike kystlyngheier","T34-C-5","NA T34-C-5"
415,"T","T34","T34-C-06","T34-C-6 - sterkt kalkrike kystlyngheier","T34-C-6","NA T34-C-6"
416,"T","T35","T35-C-01","T35-C-1 - sterkt endret fastmark med jorddekke","T35-C-1","NA T35-C-1"
417,"T","T35","T35-C-02","T35-C-2 - sterkt endrede fastmarker med dekke av sand eller grus","T35-C-2","NA T35-C-2"
418,"T","T35","T35-C-03","T35-C-3 - sterkt endret fastmark med dekke av silt og leire","T35-C-3","NA T35-C-3"
419,"T","T36","T36-C-01","T36-C-1 - sterkt endret tidligere våtmark","T36-C-1","NA T36-C-1"
420,"T","T36","T36-C-02","T36-C-2 - tørrlagt elvebunn","T36-C-2","NA T36-C-2"
421,"T","T36","T36-C-03","T36-C-3 - tørrlagt innsjøbunn","T36-C-3","NA T36-C-3"
422,"T","T37","T37-C-01","T37-C-1 - slagghauger og deponier for fast kjemisk avfall","T37-C-1","NA T37-C-1"
423,"T","T37","T37-C-02","T37-C-2 - asfalt, løs betong o.l.","T37-C-2","NA T37-C-2"
424,"T","T37","T37-C-03","T37-C-3 - avfallsdeponi o.l.","T37-C-3","NA T37-C-3"
425,"T","T38","T38-C-01","T38-C-1 - plantasjeskog","T38-C-1","NA T38-C-1"
426,"T","T39","T39-C-01","T39-C-1 - blokkdeponier","T39-C-1","NA T39-C-1"
427,"T","T39","T39-C-02","T39-C-2 - blottlagt fast fjell","T39-C-2","NA T39-C-2"
428,"T","T39","T39-C-03","T39-C-3 - fast fjell blottlagt ved tørrlegging eller nedtapping","T39-C-3","NA T39-C-3"
429,"T","T39","T39-C-04","T39-C-4 - sterkt modifiserte eller syntetiske, overveiende uorganisk faste substrater","T39-C-4","NA T39-C-4"
430,"T","T40","T40-C-01","T40-C-1 - eng-aktig sterkt endret fastmark","T40-C-1","NA T40-C-1"
431,"T","T41","T41-C-01","T41-C-1 - eng-aktig oppdyrket mark","T41-C-1","NA T41-C-1"
432,"T","T42","T42-C-01","T42-C-1 - blomsterbed og liknende","T42-C-1","NA T42-C-1"
433,"T","T43","T43-C-01","T43-C-1 - plener, parker og liknende","T43-C-1","NA T43-C-1"
434,"T","T44","T44-C-01","T44-C-1 - åker","T44-C-1","NA T44-C-1"
435,"T","T45","T45-C-01","T45-C-1 - oppdyrkede varige enger med lite intensivt hevdpreg","T45-C-1","NA T45-C-1"
436,"T","T45","T45-C-02","T45-C-2 - oppdyrket intensiv slåtteeng","T45-C-2","NA T45-C-2"
437,"T","T45","T45-C-03","T45-C-3 - oppdyrket svært intensiv slåtteeng","T45-C-3","NA T45-C-3"
438,"V","V01","V01-C-01","V1-C-1 - svært og temmelig kalkfattige myrflater","V1-C-1","NA V1-C-1"
439,"V","V01","V01-C-02","V1-C-2 - litt kalkfattige og svakt intermediære myrflater","V1-C-2","NA V1-C-2"
440,"V","V01","V01-C-03","V1-C-3 - sterkt intermediære og litt kalkrike myrflater","V1-C-3","NA V1-C-3"
441,"V","V01","V01-C-04","V1-C-4 - temmelig til ekstremt kalkrike myrflater","V1-C-4","NA V1-C-4"
442,"V","V01","V01-C-05","V1-C-5 - svært og temmelig kalkfattige myrkanter","V1-C-5","NA V1-C-5"
443,"V","V01","V01-C-06","V1-C-6 - litt kalkfattige og svakt intermediære myrkanter","V1-C-6","NA V1-C-6"
444,"V","V01","V01-C-07","V1-C-7 - sterkt intermediære og litt kalkrike myrkanter","V1-C-7","NA V1-C-7"
445,"V","V01","V01-C-08","V1-C-8 - temmelig til ekstremt kalkrike myrkanter","V1-C-8","NA V1-C-8"
446,"V","V01","V01-C-09","V1-C-9 - saltpåvirket myrkant","V1-C-9","NA V1-C-9"
447,"V","V02","V02-C-01","V2-C-1 - kalkfattige og svakt intermediære myr- og sumpskogsmarker","V2-C-1","NA V2-C-1"
448,"V","V02","V02-C-02","V2-C-2 - sterkt intermediære litt kalkrike myr- og sumpskog-marker","V2-C-2","NA V2-C-2"
449,"V","V02","V02-C-03","V2-C-3 - temmelig til ekstremt kalkrike myr- og sumpskogsmarker","V2-C-3","NA V2-C-3"
450,"V","V03","V03-C-01","V3-C-1 - ombrotrofe myrflater","V3-C-1","NA V3-C-1"
451,"V","V03","V03-C-02","V3-C-2 - ombrotrof myrkant","V3-C-2","NA V3-C-2"
452,"V","V04","V04-C-01","V4-C-1 - litt kalkfattig og svakt intermediær svakkilde","V4-C-1","NA V4-C-1"
453,"V","V04","V04-C-02","V4-C-2 - sterkt intermediære og litt kalkrike kilder","V4-C-2","NA V4-C-2"
